faa,name,lat,lon,alt,tz,dst,tzone
OZR,Cairns AAF (Fort Rucker) Air Field,31.27569962,-85.71340179,301,,,
P08,Coolidge Municipal Airport,32.9359016418457,-111.427001953125,1574,-7.0,A,4.0
P52,Cottonwood Airport,34.7299995422,-112.035003662,3550,-7.0,A,4.0
PAE,Snohomish County (Paine Field) Airport,47.90629959,-122.2819977,606,-8.0,A,6.0
PAH,Barkley Regional Airport,37.06079864501953,-88.7738037109375,410,-6.0,A,2.0
PAM,Tyndall Air Force Base,30.0695991516,-85.57540130619999,17,-6.0,A,2.0
PAO,Palo Alto Airport of Santa Clara County,37.461101532,-122.114997864,4,-8.0,A,6.0
PAQ,Palmer Municipal Airport,61.59489822387695,-149.08900451660156,242,-9.0,A,5.0
PBF,Grider Field,34.1730995178,-91.9356002808,206,-6.0,A,2.0
PBG,Plattsburgh International Airport,44.650901794433594,-73.46810150146484,234,-5.0,A,1.0
PBI,Palm Beach International Airport,26.68320083618164,-80.09559631347656,19,-5.0,A,1.0
PBX,Pike County-Hatcher Field,37.5617981,-82.56639862,1473,-5.0,A,1.0
PCW,Carl R Keller Field,41.516300201416016,-82.86869812011719,590,-5.0,U,1.0
PCZ,Waupaca Municipal Airport,44.33330154,-89.01979828,840,-6.0,A,2.0
PDK,DeKalb Peachtree Airport,33.8755989075,-84.3020019531,1003,-5.0,A,1.0
PDT,Eastern Oregon Regional At Pendleton Airport,45.695098877,-118.841003418,1497,-8.0,A,6.0
PDX,Portland International Airport,45.58869934,-122.5979996,31,-8.0,A,6.0
PEQ,Pecos Municipal Airport,31.382400512695,-103.51100158691,2613,-6.0,A,2.0
PFN,Panama City-Bay Co International Airport,30.212099,-85.6828,20,-6.0,A,2.0
PGA,Page Municipal Airport,36.92610168,-111.447998,4316,-7.0,A,4.0
PGD,Charlotte County Airport,26.920200350000002,-81.9905014,26,-5.0,A,1.0
PGV,Pitt Greenville Airport,35.6352005,-77.38529968,26,-5.0,A,1.0
PHD,Harry Clever Field,40.470901489258,-81.419700622559,894,-5.0,A,1.0
PHF,Newport News Williamsburg International Airport,37.13190079,-76.49299622,42,-5.0,A,1.0
PHK,Palm Beach County Glades Airport,26.78499985,-80.69339752,16,-5.0,A,1.0
PHL,Philadelphia International Airport,39.87189865112305,-75.24109649658203,36,-5.0,A,1.0
PHN,St Clair County International Airport,42.9109993,-82.52890015,650,-5.0,A,1.0
PHX,Phoenix Sky Harbor International Airport,33.43429946899414,-112.01200103759766,1135,-7.0,N,4.0
PIA,General Wayne A. Downing Peoria International Airport,40.664199829100006,-89.6932983398,660,-6.0,A,2.0
PIB,Hattiesburg Laurel Regional Airport,31.467100143432617,-89.33709716796875,298,-6.0,A,2.0
PIE,St Petersburg Clearwater International Airport,27.91020012,-82.68740082,11,-5.0,A,1.0
PIH,Pocatello Regional Airport,42.9098014831543,-112.59600067138672,4452,-7.0,A,3.0
PIM,Harris County Airport,32.8406982422,-84.8824005127,902,-5.0,A,1.0
PIP,Pilot Point Airport,57.5803985596,-157.572006226,57,-9.0,A,5.0
PIR,Pierre Regional Airport,44.38270187,-100.2860031,1744,-6.0,A,2.0
PIT,Pittsburgh International Airport,40.49150085,-80.23290253,1203,-5.0,A,1.0
PIZ,Point Lay LRRS Airport,69.73290253,-163.0050049,22,-9.0,A,5.0
PKA,Napaskiak Airport,60.70289993,-161.7779999,24,-9.0,A,5.0
PKB,Mid Ohio Valley Regional Airport,39.34510040283203,-81.43920135498047,858,-5.0,A,1.0
PLN,Pellston Regional Airport of Emmet County Airport,45.57089996,-84.79669952,721,-5.0,A,1.0
PMB,Pembina Municipal Airport,48.9425010681,-97.2407989502,795,-6.0,A,2.0
PMD,Palmdale Regional/USAF Plant 42 Airport,34.62939835,-118.0849991,2543,-8.0,A,6.0
PML,Port Moller Airport,56.0060005188,-160.561004639,20,-9.0,A,5.0
PMP,Pompano Beach Airpark,26.247100830078,-80.111099243164,19,-5.0,A,1.0
PNC,Ponca City Regional Airport,36.73199844,-97.09980011,1008,-6.0,A,2.0
PNE,Northeast Philadelphia Airport,40.08190155,-75.01059723,120,-5.0,A,1.0
PNM,Princeton Municipal Airport,45.55989838,-93.60820007,980,-6.0,A,2.0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,2.0
POB,Pope Field,35.1708984375,-79.014503479004,217,-5.0,A,1.0
POC,Brackett Field,34.091598510742,-117.78199768066,1011,-8.0,A,6.0
POE,Polk Army Air Field,31.0447998,-93.1917038,330,-6.0,A,2.0
POF,Poplar Bluff Municipal Airport,36.773899078369,-90.324897766113,331,-6.0,A,2.0
POU,Dutchess County Airport,41.6265983581543,-73.88420104980469,165,,,
PPC,Prospect Creek Airport,66.814102172852,-150.64399719238,1095,-9.0,A,5.0
PQI,Northern Maine Regional Airport at Presque Isle,46.68899918,-68.0447998,534,-5.0,A,1.0
PRB,Paso Robles Municipal Airport,35.67290115,-120.6269989,840,-8.0,A,
PRC,Ernest A. Love Field,34.65449905,-112.4199982,5045,-7.0,A,4.0
PRX,Cox Field,33.636600494385,-95.450798034668,547,-5.0,A,
PSC,Tri Cities Airport,46.26470184326172,-119.11900329589844,410,-8.0,A,6.0
PSG,Petersburg James A Johnson Airport,56.80170059,-132.9450073,111,-9.0,A,5.0
PSM,Portsmouth International at Pease Airport,43.0778999329,-70.8233032227,100,-5.0,A,1.0
PSP,Palm Springs International Airport,33.8297004699707,-116.50700378417969,477,-8.0,A,6.0
PSX,Palacios Municipal Airport,28.727500915527,-96.250999450684,14,-6.0,A,2.0
PTB,Dinwiddie County Airport,37.183799743652,-77.507400512695,193,-5.0,A,1.0
PTH,Port Heiden Airport,56.95909881591797,-158.63299560546875,95,-9.0,A,5.0
PTK,Oakland County International Airport,42.665500640869,-83.420097351074,980,-5.0,A,1.0
PTT,Pratt Regional Airport,37.70159912,-98.74690247,1953,-5.0,A,
PTU,Platinum Airport,59.01139831542969,-161.82000732421875,15,-9.0,A,5.0
PUB,Pueblo Memorial Airport,38.289100646972656,-104.49700164794922,4726,-7.0,A,3.0
PUC,Carbon County Regional/Buck Davis Field,39.61389923,-110.7509995,5957,-7.0,A,3.0
PUW,Pullman Moscow Regional Airport,46.7439,-117.110001,2556,-8.0,A,6.0
PVC,Provincetown Municipal Airport,42.0718994141,-70.2213973999,9,-5.0,A,1.0
PVD,Theodore Francis Green State Airport,41.732601165771484,-71.42040252685547,55,-5.0,A,1.0
PVU,Provo Municipal Airport,40.219200134277,-111.72299957275,4497,-7.0,A,3.0
PWK,Chicago Executive Airport,42.114222,-87.901494,647,-6.0,A,2.0
PWM,Portland International Jetport Airport,43.64619827,-70.30930328,76,-5.0,A,1.0
PWT,Bremerton National Airport,47.490200042725,-122.76499938965,444,-8.0,A,6.0
PWY,Ralph Wenz Field,42.79550171,-109.8069992,7102,,,
PXE,Perry Houston County Airport,32.51060104370117,-83.76730346679688,418,-4.0,A,
PYM,Plymouth Municipal Airport,41.909000396728516,-70.72879791259766,148,-5.0,A,1.0
PYP,Centre-Piedmont-Cherokee County Regional Airport,34.089977,-85.610069,596,-6.0,A,2.0
RAC,John H Batten Airport,42.7606010437,-87.8152008057,674,-6.0,A,2.0
RAL,Riverside Municipal Airport,33.95190048,-117.4449997,819,-8.0,A,6.0
RAP,Rapid City Regional Airport,44.0452995300293,-103.05699920654297,3204,-7.0,A,3.0
RBD,Dallas Executive Airport,32.6809005737,-96.8682022095,660,-6.0,A,2.0
RBK,French Valley Airport,33.5741996765,-117.127998352,1350,-8.0,A,6.0
RBY,Ruby Airport,64.72720337,-155.4700012,658,-9.0,A,5.0
RCA,Ellsworth Air Force Base,44.14500046,-103.1039963,3276,-7.0,A,3.0
RCZ,Richmond County Airport,34.8913,-79.759598,358,-5.0,A,1.0
RDD,Redding Municipal Airport,40.50899887,-122.2929993,505,-8.0,A,6.0
RDG,Reading Regional Carl A Spaatz Field,40.378501892089844,-75.96520233154297,344,-5.0,A,1.0
RDM,Roberts Field,44.2541008,-121.1500015,3080,-8.0,A,6.0
RDR,Grand Forks Air Force Base,47.961101532,-97.4011993408,913,-6.0,A,2.0
RDU,Raleigh Durham International Airport,35.877601623535156,-78.7874984741211,435,-5.0,A,1.0
REI,Redlands Municipal Airport,34.08530044555664,-117.14600372314453,1571,-8.0,A,6.0
RFD,Chicago Rockford International Airport,42.19540023803711,-89.09719848632812,742,-6.0,A,2.0
RHI,Rhinelander Oneida County Airport,45.63119888305664,-89.46749877929688,1624,-6.0,A,2.0
RHV,Reid-Hillview Airport of Santa Clara County,37.332901001,-121.819000244,135,8.0,A,
RIC,Richmond International Airport,37.50519943237305,-77.3197021484375,167,-5.0,A,1.0
RID,Richmond Municipal Airport,39.757198333740234,-84.8427963256836,1140,-5.0,U,1.0
RIF,Richfield Municipal Airport,38.73640060424805,-112.0989990234375,5301,-7.0,A,3.0
RIL,Garfield County Regional Airport,39.52629852,-107.7269974,5548,-7.0,A,3.0
RIR,Flabob Airport,33.98970031738281,-117.41100311279297,764,-8.0,A,6.0
RIU,Rancho Murieta Airport,38.48680114746094,-121.10299682617188,141,-8.0,A,6.0
RIV,March ARB Airport,33.88069916,-117.2590027,1536,-8.0,A,6.0
RIW,Riverton Regional Airport,43.064201355,-108.459999084,5525,-7.0,A,3.0
RKD,Knox County Regional Airport,44.06010056,-69.09919739,56,-5.0,A,1.0
RKH,Rock Hill - York County Airport,34.9878006,-81.05719757,666,-5.0,A,1.0
RKP,Aransas County Airport,28.0867996216,-97.0446014404,24,-6.0,A,2.0
RKR,Robert S Kerr Airport,35.02159881591797,-94.62129974365234,451,-6.0,A,2.0
RKS,Rock Springs Sweetwater County Airport,41.59420013,-109.0650024,6764,-7.0,A,3.0
RME,Griffiss International Airport,43.23379898,-75.40699768,504,-5.0,A,1.0
RMG,Richard B Russell Airport,34.3506011963,-85.15799713130001,644,-5.0,A,1.0
RMY,Mariposa Yosemite Airport,37.5108985901,-120.040000916,2254,-8.0,A,6.0
RND,Randolph Air Force Base,29.52969933,-98.27890015,761,-6.0,A,2.0
RNH,New Richmond Regional Airport,45.14830017,-92.5381012,998,,,
RNM,Ramona Airport,33.03919982910156,-116.91500091552734,1395,-8.0,A,6.0
RNO,Reno Tahoe International Airport,39.49909973144531,-119.76799774169922,4415,-8.0,A,6.0
RNT,Renton Municipal Airport,47.4930992126,-122.216003418,32,-8.0,A,6.0
ROA,Roanoke–Blacksburg Regional Airport,37.325500488299994,-79.975402832,1175,-5.0,A,1.0
ROC,Greater Rochester International Airport,43.118900299072266,-77.67240142822266,559,-5.0,A,1.0
ROW,Roswell International Air Center Airport,33.30160140991211,-104.53099822998047,3671,-7.0,A,3.0
RSH,Russian Mission Airport,61.7788848877,-161.319458008,51,-9.0,A,5.0
RSL,Russell Municipal Airport,38.872100830078,-98.811798095703,1862,,,
RST,Rochester International Airport,43.90829849243164,-92.5,1317,-6.0,A,2.0
RSW,Southwest Florida International Airport,26.53619956970215,-81.75520324707031,30,-5.0,A,1.0
RUT,Rutland - Southern Vermont Regional Airport,43.52939987,-72.94960022,787,-5.0,A,1.0
RVS,Richard Lloyd Jones Jr Airport,36.039600372314,-95.984596252441,638,-6.0,A,2.0
RWF,Redwood Falls Municipal Airport,44.54719925,-95.08229828,1024,,,
RWI,Rocky Mount Wilson Regional Airport,35.856300354003906,-77.89189910888672,159,-5.0,A,1.0
RWL,Rawlins Municipal Airport/Harvey Field,41.80559921,-107.1999969,6813,-7.0,A,3.0
RYY,Cobb County-Mc Collum Field,34.01319885,-84.59860229,1040,-5.0,A,1.0
S40,Prosser Airport,46.21340179,-119.7910004,697,-8.0,A,6.0
S46,Port O'Connor Private Airport,28.42970085144043,-96.44439697265625,8,-6.0,A,2.0
SAA,Shively Field,41.44490051269531,-106.8239974975586,7012,-7.0,A,3.0
SAC,Sacramento Executive Airport,38.5125007629,-121.492996216,24,-8.0,A,6.0
SAD,Safford Regional Airport,32.85480118,-109.6350021,3179,-7.0,N,4.0
SAF,Santa Fe Municipal Airport,35.617099762,-106.088996887,6348,-7.0,A,3.0
SAN,San Diego International Airport,32.7336006165,-117.190002441,17,-8.0,A,6.0
SAT,San Antonio International Airport,29.533700942993164,-98.46980285644531,809,-6.0,A,2.0
SAV,Savannah Hilton Head International Airport,32.12760162,-81.20210266,50,-5.0,A,1.0
SBA,Santa Barbara Municipal Airport,34.42620087,-119.8399963,13,-8.0,A,6.0
SBD,San Bernardino International Airport,34.0954017639,-117.23500061,1159,-8.0,A,6.0
SBM,Sheboygan County Memorial Airport,43.76959991,-87.85140228,755,-6.0,A,2.0
SBN,South Bend Regional Airport,41.70869827270508,-86.31729888916016,799,-5.0,A,1.0
SBO,Emanuel County Airport,32.609100341796875,-82.36990356445312,327,-5.0,A,1.0
SBP,San Luis County Regional Airport,35.236801147499996,-120.641998291,212,-8.0,A,6.0
SBS,Steamboat Springs Bob Adams Field,40.5163002,-106.8659973,6882,-7.0,A,3.0
SBY,Salisbury Ocean City Wicomico Regional Airport,38.34049987792969,-75.51029968261719,52,-5.0,A,1.0
SCC,Deadhorse Airport,70.19470215,-148.4649963,65,-9.0,A,5.0
SCD,Merkel Field Sylacauga Municipal Airport,33.17179870605469,-86.30549621582031,569,-5.0,A,
SCE,University Park Airport,40.8493003845,-77.84870147710001,1239,-5.0,A,1.0
SCH,Schenectady County Airport,42.852500915527,-73.928901672363,378,-5.0,A,1.0
SCK,Stockton Metropolitan Airport,37.894199371338,-121.2379989624,33,-8.0,A,6.0
SCM,Scammon Bay Airport,61.845298767100005,-165.570999146,14,-9.0,A,5.0
SDC,Williamson Sodus Airport,43.23469925,-77.1210022,424,-5.0,A,1.0
SDF,Louisville International Standiford Field,38.1744,-85.736,501,-5.0,A,1.0
SDM,Brown Field Municipal Airport,32.572299957275,-116.98000335693,526,-8.0,A,6.0
SDP,Sand Point Airport,55.314998626708984,-160.5229949951172,21,-9.0,A,5.0
SDX,Sedona Airport,34.848598480225,-111.78800201416,4830,-7.0,A,4.0
SDY,Sidney Richland Municipal Airport,47.70690155,-104.1930008,1985,-7.0,A,3.0
SEA,Seattle Tacoma International Airport,47.44900131225586,-122.30899810791016,433,-8.0,A,6.0
SEE,Gillespie Field,32.826198577881,-116.97200012207,388,-8.0,A,6.0
SEF,Sebring Regional Airport,27.45639992,-81.3423996,62,-5.0,A,1.0
SEM,Craig Field,32.343898773193,-86.987800598145,166,-6.0,A,2.0
SFB,Orlando Sanford International Airport,28.777599334716797,-81.23750305175781,55,-5.0,A,1.0
SFF,Felts Field,47.682800292969,-117.32299804688,1953,-8.0,A,6.0
SFO,San Francisco International Airport,37.61899948120117,-122.375,13,-8.0,A,6.0
SFZ,North Central State Airport,41.9207992554,-71.49140167239999,441,-5.0,A,1.0
SGF,Springfield Branson National Airport,37.24570084,-93.38860321,1268,-6.0,A,2.0
SGH,Springfield-Beckley Municipal Airport,39.840301513672,-83.840202331543,1051,-5.0,A,1.0
SGR,Sugar Land Regional Airport,29.622299194336,-95.65650177002,82,-6.0,A,2.0
SGU,St George Municipal Airport,37.0363888889,-113.510305556,2941,-7.0,A,3.0
SGY,Skagway Airport,59.46009826660156,-135.3159942626953,44,-9.0,A,5.0
SHD,Shenandoah Valley Regional Airport,38.2638015747,-78.8964004517,1201,-5.0,A,1.0
SHG,Shungnak Airport,66.88809967041,-157.16200256348,197,-9.0,A,5.0
SHH,Shishmaref Airport,66.249604,-166.089112,12,-9.0,A,5.0
SHN,Sanderson Field,47.233600616455,-123.14800262451,273,-8.0,A,6.0
SHR,Sheridan County Airport,44.76919937133789,-106.9800033569336,4021,-7.0,A,3.0
SHV,Shreveport Regional Airport,32.44660186767578,-93.82559967041016,258,-6.0,A,2.0
SHX,Shageluk Airport,62.6922988892,-159.569000244,79,-9.0,A,5.0
SIK,Sikeston Memorial Municipal Airport,36.898899078369,-89.561798095703,315,-6.0,A,2.0
SIT,Sitka Rocky Gutierrez Airport,57.04710006713867,-135.36199951171875,21,-9.0,A,5.0
SJC,Norman Y. Mineta San Jose International Airport,37.36259841918945,-121.92900085449219,62,-8.0,A,6.0
SJT,San Angelo Regional Mathis Field,31.35770034790039,-100.49600219726562,1919,-6.0,A,2.0
SKA,Fairchild Air Force Base,47.6151008606,-117.65599823,2461,-8.0,A,6.0
SKF,Lackland Air Force Base,29.38419914,-98.58110046,691,-6.0,A,2.0
SKK,Shaktoolik Airport,64.37110138,-161.223999,24,-9.0,A,5.0
SKY,Griffing Sandusky Airport,41.4333992004,-82.6522979736,580,-5.0,A,1.0
SLC,Salt Lake City International Airport,40.78839874267578,-111.97799682617188,4227,-7.0,A,3.0
SLE,Salem Municipal Airport/McNary Field,44.90950012,-123.0029984,214,-8.0,A,6.0
SLK,Adirondack Regional Airport,44.38529968261719,-74.2061996459961,1663,-5.0,A,1.0
SLN,Salina Municipal Airport,38.79100036621094,-97.6521987915039,1288,-6.0,A,2.0
SLQ,Sleetmute Airport,61.7005004883,-157.166000366,190,-9.0,A,5.0
SMD,Smith Field,41.14339828,-85.15280151,835,-5.0,A,1.0
SME,Lake Cumberland Regional Airport,37.053398132299996,-84.6158981323,927,-5.0,A,1.0
SMF,Sacramento International Airport,38.69540023803711,-121.59100341796875,27,-8.0,A,6.0
SMK,St Michael Airport,63.49010086,-162.1100006,98,-9.0,A,5.0
SMN,Lemhi County Airport,45.1237983704,-113.880996704,4043,-7.0,A,3.0
SMO,Santa Monica Municipal Airport,34.015800476100004,-118.450996399,177,-8.0,A,6.0
SMX,Santa Maria Pub/Capt G Allan Hancock Field,34.89889908,-120.4570007,261,-8.0,A,6.0
SNA,John Wayne Airport-Orange County Airport,33.67570114,-117.8679962,56,-8.0,A,6.0
SNP,St Paul Island Airport,57.167301177978516,-170.22000122070312,63,-9.0,A,5.0
SNS,Salinas Municipal Airport,36.662799835205,-121.60600280762,85,,,
SNY,Sidney Municipal-Lloyd W Carr Field,41.10129929,-102.9850006,4313,-7.0,A,3.0
SOA,Sonora Municipal Airport,30.585699081421,-100.6490020752,2140,,,
SOP,Moore County Airport,35.23740005,-79.3911972,455,-5.0,A,1.0
SOW,Show Low Regional Airport,34.265499115,-110.005996704,6415,-7.0,A,4.0
SPF,Black Hills Airport-Clyde Ice Field,44.48030090332,-103.78299713135,3931,-7.0,A,3.0
SPG,Albert Whitted Airport,27.765100479125977,-82.62699890136719,7,-5.0,A,1.0
SPI,Abraham Lincoln Capital Airport,39.84410095,-89.67790221999999,598,-6.0,A,2.0
SPS,Sheppard Air Force Base-Wichita Falls Municipal Airport,33.98880005,-98.49189758,1019,-6.0,A,2.0
SPW,Spencer Municipal Airport,43.165500640869,-95.202796936035,1339,-6.0,A,2.0
SPZ,Silver Springs Airport,39.40299987792969,-119.2509994506836,4269,-8.0,A,6.0
SQL,San Carlos Airport,37.511901855469,-122.25,5,-8.0,A,6.0
SRQ,Sarasota Bradenton International Airport,27.39539909362793,-82.55439758300781,30,-5.0,A,1.0
SRR,Sierra Blanca Regional Airport,33.462799072266,-105.53500366211,6814,-7.0,A,3.0
SSC,Shaw Air Force Base,33.97269821,-80.47059631,241,-5.0,A,1.0
SSF,Stinson Municipal Airport,29.336999893188,-98.471099853516,577,-5.0,A,
SSI,Malcolm McKinnon Airport,31.15180016,-81.39129639,19,-5.0,A,1.0
STC,St Cloud Regional Airport,45.546600341796875,-94.05989837646484,1031,-6.0,A,2.0
STE,Stevens Point Municipal Airport,44.5452003479,-89.530296325684,1110,-6.0,A,2.0
STG,St George Airport,56.578300476100004,-169.662002563,125,-9.0,A,5.0
STJ,Rosecrans Memorial Airport,39.771900177002,-94.909698486328,826,-6.0,A,2.0
STK,Sterling Municipal Airport,40.61529922,-103.2649994,4040,-7.0,A,3.0
STL,Lambert St Louis International Airport,38.74869918823242,-90.37000274658203,618,-6.0,A,2.0
STP,St Paul Downtown Holman Field,44.93450164794922,-93.05999755859375,705,-6.0,A,2.0
STS,Charles M. Schulz Sonoma County Airport,38.50899887,-122.8130035,128,-8.0,A,6.0
SUA,Witham Field,27.18169975,-80.22109985,16,-5.0,A,1.0
SUN,Friedman Memorial Airport,43.50439835,-114.2959976,5318,-7.0,A,3.0
SUS,Spirit of St Louis Airport,38.662101745605,-90.652000427246,463,-6.0,A,2.0
SUT,Brunswick County Airport,33.9292984,-78.07499695,24,-5.0,A,
SUU,Travis Air Force Base,38.262699127197,-121.92700195312,62,-8.0,A,6.0
SUX,Sioux Gateway Col. Bud Day Field,42.40259933,-96.38439941,1098,-6.0,A,2.0
SUZ,Saline County Regional Airport,34.59059906,-92.47940063,390,,,
SVA,Savoonga Airport,63.6864013671875,-170.4929962158203,53,-9.0,A,5.0
SVH,Statesville Regional Airport,35.765300750732,-80.953903198242,968,-5.0,A,1.0
SVN,Hunter Army Air Field,32.00999832,-81.14569855,41,-5.0,A,1.0
SVW,Sparrevohn LRRS Airport,61.09740067,-155.5740051,1585,-9.0,A,5.0
SWD,Seward Airport,60.12689971923828,-149.41900634765625,22,-9.0,U,5.0
SWF,Stewart International Airport,41.50410079956055,-74.10479736328125,491,-5.0,A,1.0
SXQ,Soldotna Airport,60.47570037841797,-151.03399658203125,113,-9.0,U,5.0
SYR,Syracuse Hancock International Airport,43.11119842529297,-76.1063003540039,421,-5.0,A,1.0
SZL,Whiteman Air Force Base,38.73030090332,-93.547897338867,870,-6.0,A,2.0
TAN,Taunton Municipal King Field,41.8744010925293,-71.0166015625,43,-5.0,A,1.0
TBN,Waynesville-St. Robert Regional Forney field,37.74160004,-92.14070129,1159,-6.0,A,2.0
TCC,Tucumcari Municipal Airport,35.182800293,-103.602996826,4065,-7.0,A,3.0
TCL,Tuscaloosa Regional Airport,33.220600128174,-87.611396789551,170,-6.0,A,2.0
TCM,McChord Air Force Base,47.1376991272,-122.475997925,322,-8.0,A,6.0
TCS,Truth Or Consequences Municipal Airport,33.2369003296,-107.272003174,4853,-7.0,A,3.0
TDF,Person County Airport,36.28490067,-78.98419952,609,-5.0,A,
TEB,Teterboro Airport,40.85010147089999,-74.060798645,9,-5.0,A,1.0
TEX,Telluride Regional Airport,37.9538002,-107.9079971,9070,-7.0,A,3.0
TIK,Tinker Air Force Base,35.414699554443,-97.386596679688,1291,-6.0,A,2.0
TIW,Tacoma Narrows Airport,47.26789856,-122.5780029,294,-8.0,A,6.0
TIX,Space Coast Regional Airport,28.514799118042,-80.799201965332,34,-5.0,A,1.0
TKA,Talkeetna Airport,62.320499420166,-150.09399414062,358,-9.0,A,5.0
TKF,Truckee Tahoe Airport,39.319999694799996,-120.13999939,5900,-8.0,A,6.0
TKI,Collin County Regional At Mc Kinney Airport,33.17789841,-96.59049988,585,-6.0,A,2.0
TKJ,Tok Junction Airport,63.32949829,-142.9539948,1639,-9.0,A,5.0
TLA,Teller Airport,65.2404022217,-166.339004517,294,-9.0,A,5.0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,1.0
TLJ,Tatalina LRRS Airport,62.894401550299996,-155.977005005,964,-9.0,A,5.0
TMA,Henry Tift Myers Airport,31.4290008545,-83.4885025024,355,-5.0,A,1.0
TMB,Kendall-Tamiami Executive Airport,25.6478996277,-80.432800293,8,-5.0,A,1.0
TNC,Tin City Long Range Radar Station Airport,65.56310272,-167.9219971,271,-9.0,A,5.0
TNT,Dade Collier Training and Transition Airport,25.861799240112,-80.897003173828,13,-5.0,A,1.0
TOA,Zamperini Field,33.803398132324,-118.33999633789,103,-8.0,A,6.0
TOC,Toccoa Airport - R.G. Letourneau Field,34.59379959,-83.29579926,996,-5.0,A,1.0
TOG,Togiak Airport,59.052799224853516,-160.39700317382812,21,-9.0,A,5.0
TOI,Troy Municipal Airport,31.860399246216,-86.012100219727,398,-5.0,A,
TOL,Toledo Express Airport,41.58679962,-83.80780029,683,-5.0,A,1.0
TOP,Philip Billard Municipal Airport,39.068698883057,-95.622497558594,881,-6.0,A,2.0
TPA,Tampa International Airport,27.975500106811523,-82.533203125,26,-5.0,A,1.0
TPF,Peter O Knight Airport,27.915599822998,-82.44930267334,8,-5.0,U,
TPH,Tonopah Airport,38.06019974,-117.086998,5430,,,
TPL,Draughon Miller Central Texas Regional Airport,31.15250015258789,-97.40779876708984,682,-6.0,A,2.0
TQK,Scott City Municipal Airport,38.474300384521484,-100.88500213623047,2963,-5.0,A,
TRI,Tri Cities Regional Tn Va Airport,36.47520065307617,-82.40740203857422,1519,-5.0,A,1.0
TRM,Jacqueline Cochran Regional Airport,33.62670135498,-116.16000366211,-115,-8.0,A,6.0
TTD,Portland Troutdale Airport,45.54940032959,-122.40100097656,39,-8.0,A,6.0
TTN,Trenton Mercer Airport,40.27669906616211,-74.8134994506836,213,-5.0,A,1.0
TUL,Tulsa International Airport,36.19839859008789,-95.88809967041016,677,-6.0,A,2.0
TUP,Tupelo Regional Airport,34.26810073852539,-88.7698974609375,346,-6.0,A,2.0
TUS,Tucson International Airport,32.1161003112793,-110.94100189208984,2643,-7.0,N,4.0
TVC,Cherry Capital Airport,44.74140167236328,-85.58219909667969,624,-5.0,A,1.0
TVF,Thief River Falls Regional Airport,48.06570053,-96.18499756,1119,-6.0,A,2.0
TVI,Thomasville Regional Airport,30.901599884033,-83.881301879883,264,-5.0,A,1.0
TVL,Lake Tahoe Airport,38.89390182495117,-119.99500274658203,6264,-8.0,A,6.0
TWF,Joslin Field Magic Valley Regional Airport,42.48180008,-114.487999,4154,-7.0,A,3.0
TXK,Texarkana Regional Webb Field,33.45370101928711,-93.99099731445312,390,-6.0,A,2.0
TYR,Tyler Pounds Regional Airport,32.35409927368164,-95.40239715576172,544,-6.0,A,2.0
TYS,McGhee Tyson Airport,35.81100082,-83.9940033,981,-5.0,A,1.0
TZR,Taszár Air Base,46.39310073852539,17.917499542236328,531,1.0,A,10.0
UAO,Aurora State Airport,45.247100830078125,-122.7699966430664,200,,,
UDD,Bermuda Dunes Airport,33.748401641846,-116.27500152588,73,-8.0,A,6.0
UDG,Darlington County Jetport Airport,34.44940186,-79.89009857,192,-5.0,A,1.0
UGN,Waukegan National Airport,42.422199249268,-87.867897033691,727,-6.0,A,2.0
UIN,Quincy Regional Baldwin Field,39.94269943,-91.19460297,768,-6.0,A,2.0
UKF,Wilkes County Airport,36.2228012085,-81.09829711910001,1301,-5.0,A,1.0
UKI,Ukiah Municipal Airport,39.125999450684,-123.20099639893,614,,,
UKT,Quakertown Airport,40.435199737549,-75.381896972656,526,-5.0,A,
ULS,Ulysses Airport,37.60400009,-101.3740005,3071,-5.0,A,
UMP,Indianapolis Metropolitan Airport,39.93519974,-86.04499817,811,-5.0,A,1.0
UNK,Unalakleet Airport,63.88840103,-160.798996,27,-9.0,A,5.0
UOX,University Oxford Airport,34.384300231934,-89.536796569824,452,,,
UPP,Upolu Airport,20.265300750732422,-155.86000061035156,96,-10.0,A,8.0
UST,Northeast Florida Regional Airport,29.959199905396,-81.339797973633,10,-5.0,A,1.0
UTM,Tunica Municipal Airport,34.680999755859,-90.346702575684,194,-6.0,A,2.0
UTO,Indian Mountain LRRS Airport,65.99279785,-153.7039948,1273,-9.0,A,5.0
UUK,Ugnu-Kuparuk Airport,70.33080291750001,-149.598007202,67,-9.0,A,5.0
UVA,Garner Field,29.2112998962,-99.743598938,942,-6.0,A,2.0
UWL,New Castle Henry Co. Municipal Airport,39.87590027,-85.32649994,1088,-4.0,A,
UYF,Madison County Airport,39.932701109999996,-83.46199799,1082,-5.0,A,
VAD,Moody Air Force Base,30.9678001404,-83.1930007935,233,-5.0,A,1.0
VAK,Chevak Airport,61.5409,-165.6005,75,-9.0,A,5.0
VAY,South Jersey Regional Airport,39.942901611299995,-74.845703125,53,-5.0,A,1.0
VBG,Vandenberg Air Force Base,34.7373008728,-120.583999634,369,-8.0,A,6.0
